symbol,company,industry,exchange,trading_volume_and_chartered_capital
SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,Trung gian tín dụng và các hoạt động liên quan,HOSE,3619398113
SHC,CTCP Hàng hải Sài Gòn,Vận tải đường thủy,UPCoM,4309550
SHE,CTCP Phát triển năng lượng Sơn Hà,"Sản xuất thiết bị, máy móc",HNX,9585511
SHG,Tổng Công ty cổ phần Sông Hồng,"Xây dựng nhà cửa, cao ốc",UPCoM,27000000
SHI,CTCP Quốc tế Sơn Hà,Sản xuất sản phẩm kim loại tổng hợp,HOSE,162176449
SHN,CTCP Đầu tư Tổng hợp Hà Nội,Bán buôn hàng tiêu dùng,HNX,129607147
SHP,CTCP Thủy điện Miền Nam,"Phát, truyền tải và phân phối điện năng",HOSE,101206352
SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HNX,813156748
SID,CTCP Đầu tư Phát triển Sài Gòn Co.op,Bất động sản,UPCoM,100000000
SIG,CTCP Đầu tư và Thương mại Sông Đà,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,10000000
SII,CTCP Hạ tầng Nước Sài Gòn,"Nước, chất thải và các hệ thống khác",UPCoM,64522104
SIP,CTCP Đầu tư Sài Gòn VRG,"Nước, chất thải và các hệ thống khác",HOSE,181807923
SIV,CTCP SIVICO,"Sản xuất hóa chất, dược phẩm",UPCoM,3012374
SJ1,CTCP Nông nghiệp Hùng Hậu,Sản xuất thực phẩm,HNX,23485154
SJC,CTCP Sông Đà 1.01,Bất động sản,UPCoM,7226082
SJD,CTCP Thủy điện Cần Đơn,"Phát, truyền tải và phân phối điện năng",HOSE,68998620
SJE,CTCP Sông Đà 11,Xây dựng công nghiệp nặng và dân dụng,HNX,24168711
SJF,CTCP Đầu tư Sao Thái Dương,"Sản xuất hóa chất, dược phẩm",HOSE,79200000
SJG,Tổng Công ty Sông Đà - CTCP,Xây dựng công nghiệp nặng và dân dụng,UPCoM,449537112
SJM,CTCP Sông Đà 19,"Xây dựng nhà cửa, cao ốc",UPCoM,5000000
SJS,CTCP Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,Bất động sản,HOSE,114855540
SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,Vận tải đường thủy,HOSE,63331735
SKH,CTCP Nước giải khát Sanest Khánh Hòa,Sản xuất đồ uống và thuốc lá,UPCoM,16126740
SKN,CTCP Nước giải khát Sanna Khánh Hòa,Sản xuất đồ uống và thuốc lá,UPCoM,5000000
SKV,CTCP Nước giải khát Yến sào Khánh Hòa,Sản xuất đồ uống và thuốc lá,UPCoM,23000000
SLS,CTCP Mía Đường Sơn La,Sản xuất thực phẩm,HNX,9791945
SMA,CTCP Thiết bị Phụ tùng Sài Gòn,Bán buôn hàng lâu bền,HOSE,20352836
SMB,CTCP Bia Sài Gòn - Miền Trung,Sản xuất đồ uống và thuốc lá,HOSE,29846648
SMC,CTCP Đầu tư Thương mại SMC,Bán buôn hàng lâu bền,HOSE,73678587
SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,Công nghiệp xuất bản - Ngoại trừ internet,HNX,4405000
SMT,CTCP Sametel,"Sản xuất các sản phẩm điện tử, vi tính",HNX,5467432
SNC,CTCP Xuất nhập khẩu Thủy sản Năm Căn,Sản xuất thực phẩm,UPCoM,5000000
SNZ,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,Phát triển bất động sản,UPCoM,376500000
SP2,CTCP Thủy điện Sử Pán 2,"Phát, truyền tải và phân phối điện năng",UPCoM,20746000
SPB,CTCP Sợi Phú Bài,"Sản xuất sợi, vải",UPCoM,13300087
SPC,CTCP Bảo vệ Thực vật Sài Gòn,"Sản xuất hóa chất, dược phẩm",HNX,10530000
SPD,CTCP Xuất nhập khẩu Thủy sản Miền Trung,Sản xuất thực phẩm,UPCoM,12000000
SPH,CTCP Xuất nhập khẩu Thủy sản Hà Nội,Sản xuất thực phẩm,UPCoM,10000000
SPI,CTCP Spiral Galaxy,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,16815000
SPM,CTCP SPM,"Sản xuất hóa chất, dược phẩm",HOSE,14000000
SPV,CTCP Thủy Đặc sản,Sản xuất thực phẩm,UPCoM,10800000
SQC,CTCP Khoáng sản Sài Gòn - Quy Nhơn,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,110000000
SRA,CTCP Sara Việt Nam,Bán buôn hàng lâu bền,HNX,43199974
SRB,CTCP Tập đoàn Sara,Dịch vụ giáo dục,UPCoM,8500000
SRC,CTCP Cao su Sao Vàng,Sản xuất các sản phẩm nhựa và cao su,HOSE,28065765
SRF,CTCP Searefico,Nhà thầu chuyên môn,HOSE,35566780
SRT,CTCP Vận tải Đường sắt Sài Gòn,Vận tải đường sắt,UPCoM,50310000
SSB,Ngân hàng TMCP Đông Nam Á,Trung gian tín dụng và các hoạt động liên quan,HOSE,2453700000
SSC,CTCP Giống cây trồng Miền Nam,Trồng trọt,HOSE,14992367
SSF,CTCP Giáo dục G Sài Gòn,Sản xuất các sản phẩm may mặc,UPCoM,3200000
SSG,CTCP Vận tải biển Hải Âu,Vận tải đường thủy,UPCoM,5000000
SSH,CTCP Phát triển Sunshine Homes,"Xây dựng nhà cửa, cao ốc",UPCoM,375000000
SSI,CTCP Chứng khoán SSI,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,1491130137
SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,Sản xuất sản phẩm kim loại tổng hợp,HNX,5501024
SSN,CTCP Xuất nhập khẩu Thủy sản Sài Gòn,Sản xuất thực phẩm,UPCoM,39600000
ST8,CTCP Đầu tư phát triển ST8,Bán buôn hàng lâu bền,HOSE,25720902
STB,Ngân hàng TMCP Sài Gòn Thương Tín,Trung gian tín dụng và các hoạt động liên quan,HOSE,1885215716
STC,CTCP Sách và Thiết bị Trường học Thành phố Hồ Chí Minh,Công nghiệp xuất bản - Ngoại trừ internet,HNX,5665530
STG,CTCP Kho vận Miền Nam,Kho bãi,HOSE,98253357
STH,CTCP Phát hành Sách Thái Nguyên,Bán lẻ hàng hóa khác,UPCoM,19500000
STK,CTCP Sợi Thế Kỷ,"Sản xuất sợi, vải",HOSE,96636924
STL,CTCP Sông Đà Thăng Long,Bất động sản,UPCoM,15000000
STP,CTCP Công nghiệp Thương mại Sông Đà,Sản xuất các sản phẩm nhựa và cao su,HNX,8045744
STS,CTCP Dịch vụ Vận tải Sài Gòn,Hỗ trợ vận tải,UPCoM,2768221
STT,CTCP Vận chuyển Sài Gòn Tourist,Vận chuyển du lịch,UPCoM,8000000
STW,CTCP Cấp nước Sóc Trăng,"Nước, chất thải và các hệ thống khác",UPCoM,15863133
SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,Bán lẻ xe hơi và phụ tùng,HOSE,66630564
SVD,CTCP Đầu tư & Thương mại Vũ Đăng,"Sản xuất sợi, vải",HOSE,27605908
SVG,CTCP Hơi Kỹ nghệ Que hàn,Sản xuất khác,UPCoM,29350000
SVH,CTCP Thủy điện Sông Vàng,"Phát, truyền tải và phân phối điện năng",UPCoM,14820662
SVI,CTCP Bao bì Biên Hòa,Sản xuất giấy,HOSE,12832437
SVN,CTCP Tập đoàn Vexilla Việt Nam,Trồng trọt,HNX,21000000
SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Sản xuất phương tiện vận tải,HOSE,17310978
SWC,Tổng Công ty cổ phần Đường sông Miền Nam,Vận tải đường thủy,UPCoM,67100000
SZB,CTCP Sonadezi Long Bình,Bất động sản,HNX,30000000
SZC,CTCP Sonadezi Châu Đức,Bất động sản,HOSE,119999961
SZE,CTCP Môi trường Sonadezi,Dịch vụ quản lý và tái chế chất thải,UPCoM,30000000
SZG,CTCP Sonadezi Giang Điền,Bất động sản,UPCoM,54898000
SZL,CTCP Sonadezi Long Thành,Bất động sản,HOSE,20000000
TA3,CTCP Đầu tư và Xây lắp Thành An 386,Xây dựng công nghiệp nặng và dân dụng,UPCoM,2309908
TA6,CTCP Đầu tư và Xây lắp Thành An 665,Xây dựng công nghiệp nặng và dân dụng,UPCoM,3000000
TA9,CTCP Xây lắp Thành An 96,Xây dựng công nghiệp nặng và dân dụng,HNX,12419787
TAN,CTCP Cà phê Thuận An,Trồng trọt,UPCoM,1613690
TAR,CTCP Nông nghiệp Công nghệ cao Trung An,Sản xuất thực phẩm,HNX,78319777
TAW,CTCP Cấp nước Trung An,"Nước, chất thải và các hệ thống khác",UPCoM,5000000
TB8,CTCP Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,"Sản xuất thiết bị, máy móc",UPCoM,1250000
TBC,CTCP Thủy điện Thác Bà,"Phát, truyền tải và phân phối điện năng",HOSE,63500000
TBD,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,"Sản xuất trang thiết bị, dụng cụ điện",UPCoM,32486392
TBH,CTCP Tổng Bách Hóa,Bất động sản,UPCoM,93117800
TBR,CTCP Địa ốc Tân Bình,Phát triển bất động sản,UPCoM,8060000
TBT,CTCP Xây dựng Công trình Giao thông Bến Tre,Xây dựng công nghiệp nặng và dân dụng,UPCoM,1656470
TBX,CTCP Xi măng Thái Bình,Sản xuất sản phẩm khoáng chất phi kim,HNX,1510280
TC6,CTCP Than Cọc Sáu - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,32496105
TCB,Ngân hàng TMCP Kỹ thương Việt Nam,Trung gian tín dụng và các hoạt động liên quan,HOSE,3517238514
TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,Xây dựng công nghiệp nặng và dân dụng,HOSE,282680804
TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,Phát triển bất động sản,HOSE,668215843
TCI,CTCP Chứng khoán Thành Công,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",UPCoM,100979982
TCJ,CTCP Tô Châu,Sản xuất thực phẩm,UPCoM,10000000
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,"Sản xuất thiết bị, máy móc",UPCoM,23850000
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Hỗ trợ vận tải,HOSE,30158436
TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,Sản xuất các sản phẩm may mặc,HOSE,92697714
TCO,CTCP TCO Holdings,Hỗ trợ vận tải,HOSE,18711000
TCR,CTCP Công nghiệp Gốm sứ Taicera,Sản xuất sản phẩm khoáng chất phi kim,HOSE,10373190
TCT,CTCP Cáp treo Núi Bà Tây Ninh,Vận chuyển du lịch,HOSE,12788000
TCW,CTCP Kho Vận Tân Cảng,Hỗ trợ vận tải,UPCoM,19991020
TDB,CTCP Thủy điện Định Bình,"Phát, truyền tải và phân phối điện năng",UPCoM,8230000
TDC,CTCP Kinh doanh và Phát triển Bình Dương,Phát triển bất động sản,HOSE,100000000
TDF,CTCP Trung Đô,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,30000000
TDG,CTCP Đầu tư TDG GLOBAL,Bán buôn hàng tiêu dùng,HOSE,18446831
TDH,CTCP Phát triển Nhà Thủ Đức,Bất động sản,HOSE,112652767
TDM,CTCP Nước Thủ Dầu Một,"Nước, chất thải và các hệ thống khác",HOSE,100000000
TDN,CTCP Than Đèo Nai - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,29439097
TDP,CTCP Thuận Đức,Sản xuất các sản phẩm nhựa và cao su,HOSE,75527993
TDS,CTCP Thép Thủ Đức - VNSTEEL,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,12225393
TDT,CTCP Đầu tư và Phát triển TDT,Sản xuất các sản phẩm may mặc,HNX,23896534
TDW,CTCP Cấp nước Thủ Đức,"Nước, chất thải và các hệ thống khác",HOSE,8500000
TED,Tổng Công ty tư vấn thiết kế giao thông vận tải - CTCP,Xây dựng công nghiệp nặng và dân dụng,UPCoM,12500000
TEG,CTCP Năng lượng và Bất động sản Trường Thành,Sản xuất sản phẩm khoáng chất phi kim,HOSE,72806562
TEL,CTCP Phát triển Công trình Viễn thông,Xây dựng công nghiệp nặng và dân dụng,UPCoM,5000000
TET,CTCP Vải sợi May mặc Miền Bắc,Sản xuất các sản phẩm may mặc,HNX,5702940
TFC,CTCP Trang,Sản xuất thực phẩm,HNX,16829994
TGG,CTCP The Golden Group,Xây dựng công nghiệp nặng và dân dụng,HOSE,27299990
TGP,CTCP Trường Phú,Viễn thông,UPCoM,11698575
TH1,CTCP Xuất nhập khẩu tổng hợp 1 Việt Nam,Bán buôn hàng tiêu dùng,UPCoM,13539267
THB,CTCP Bia Hà Nội - Thanh Hóa,Sản xuất đồ uống và thuốc lá,HNX,11424570
THD,CTCP Thaiholdings,Xây dựng công nghiệp nặng và dân dụng,HNX,384999972
THG,CTCP Đầu tư và Xây dựng Tiền Giang,Sản xuất sản phẩm khoáng chất phi kim,HOSE,22957896
THM,CTCP Tứ Hải Hà Nam,Sản xuất các sản phẩm may mặc,UPCoM,11048000
THN,CTCP Cấp nước Thanh Hóa,"Nước, chất thải và các hệ thống khác",UPCoM,32995411
THP,CTCP Thủy sản và Thương mại Thuận Phước,Sản xuất thực phẩm,UPCoM,21611185
THS,CTCP Thanh Hoa - Sông Đà,Bán buôn hàng lâu bền,HNX,3000000
THT,CTCP Than Hà Tu - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,24569052
THU,CTCP Môi trường và Công trình Đô thị Thanh Hóa,"Nước, chất thải và các hệ thống khác",UPCoM,3297790
THW,CTCP Cấp nước Tân Hòa,"Nước, chất thải và các hệ thống khác",UPCoM,5000000
TID,CTCP Tổng Công ty Tín Nghĩa,Sản xuất thực phẩm,UPCoM,200000000
TIE,CTCP TIE,Bán buôn hàng lâu bền,UPCoM,9569900
TIG,CTCP Tập đoàn Đầu tư Thăng Long,Bất động sản,HNX,176006485
TIN,Công Ty Tài chính Cổ phần Tín Việt,Trung gian tín dụng và các hoạt động liên quan,UPCoM,70137214
TIP,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Bất động sản,HOSE,65007857
TIS,CTCP Gang thép Thái Nguyên,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,184000000
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản,HOSE,30000000
TJC,CTCP Dịch vụ Vận tải và Thương mại,Vận tải đường thủy,HNX,8600000
TKA,CTCP Bao bì Tân Khánh An,Sản xuất các sản phẩm nhựa và cao su,UPCoM,3800000
TKC,CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ,"Xây dựng nhà cửa, cao ốc",HNX,15674712
TKG,CTCP Sản xuất và Thương mại Tùng Khánh,Sản xuất khác,HNX,6315312
TKU,CTCP Công nghiệp Tung Kuang,Sản xuất các sản phẩm kim loại cơ bản,HNX,7255744
TL4,Tổng Công ty cổ phần Xây dựng Thủy Lợi 4,"Xây dựng nhà cửa, cao ốc",UPCoM,16008338
TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Sản xuất các sản phẩm gỗ,HOSE,74752586
TLG,CTCP Tập đoàn Thiên Long,Sản xuất khác,HOSE,78594453
TLH,CTCP Tập đoàn Thép Tiến Lên,Bán buôn hàng lâu bền,HOSE,112320017
TLI,CTCP May Quốc tế Thắng Lợi,Sản xuất các sản phẩm may mặc,UPCoM,3000000
TLP,Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Trạm xăng,UPCoM,236600000
TLT,CTCP Viglacera Thăng Long,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,6989800
TMB,CTCP Kinh doanh Than Miền Bắc - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,15000000
TMC,CTCP Thương mại Xuất nhập khẩu Thủ Đức,Trạm xăng,HNX,12400000
TMG,CTCP Kim loại màu Thái Nguyên - Vimico,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,18000000
TMP,CTCP Thủy điện Thác Mơ,"Phát, truyền tải và phân phối điện năng",HOSE,70000000
TMS,CTCP Transimex,Hỗ trợ vận tải,HOSE,158270528
TMT,CTCP Ô tô TMT,Sản xuất phương tiện vận tải,HOSE,37287680
TMW,CTCP Tổng hợp Gỗ Tân Mai,Sản xuất các sản phẩm gỗ,UPCoM,4662350
TMX,CTCP VICEM Thương mại Xi măng,Sản xuất sản phẩm khoáng chất phi kim,HNX,6000000
TN1,CTCP Thương mại Dịch vụ TNS Holdings,Bất động sản,HOSE,49665950
TNA,CTCP Thương mại Xuất nhập khẩu Thiên Nam,Bán buôn hàng lâu bền,HOSE,49576264
TNB,CTCP Thép Nhà Bè - VNSTEEL,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,14490000
TNC,CTCP Cao su Thống Nhất,Sản xuất hóa chất cơ bản,HOSE,19250000
TNG,CTCP Đầu tư và Thương mại TNG,Sản xuất các sản phẩm may mặc,HNX,113523002
TNH,CTCP Bệnh viện Quốc tế Thái Nguyên,Dịch vụ chăm sóc sức khỏe ngoại trú,HOSE,95874610
TNI,CTCP Tập đoàn Thành Nam,Bán buôn hàng lâu bền,HOSE,52500000
TNM,CTCP Xuất nhập khẩu và Xây dựng Công trình,Xây dựng công nghiệp nặng và dân dụng,UPCoM,5800000
TNP,CTCP Cảng Thị Nại,Hỗ trợ vận tải,UPCoM,7100000
TNS,CTCP Thép tấm lá Thống Nhất,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,20000000
TNT,CTCP Tập đoàn TNT,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HOSE,51000000
TNW,CTCP Nước sạch Thái Nguyên,"Nước, chất thải và các hệ thống khác",UPCoM,16000000
TOP,CTCP Phân phối Top One,Bán buôn hàng tiêu dùng,UPCoM,25350000
TOS,CTCP Dịch vụ biển Tân Cảng,Hỗ trợ vận tải,UPCoM,30999886
TOT,CTCP Transimex Logistics,Hỗ trợ vận tải,HNX,6044486
TOW,CTCP Cấp nước Trà Nóc - Ô Môn,"Nước, chất thải và các hệ thống khác",UPCoM,7978150
TPB,Ngân hàng TMCP Tiên Phong,Trung gian tín dụng và các hoạt động liên quan,HOSE,2201635009
TPC,CTCP Nhựa Tân Đại Hưng,Sản xuất các sản phẩm nhựa và cao su,HOSE,24430596
TPH,CTCP In sách giáo khoa tại Thành phố Hà Nội,Công nghiệp xuất bản - Ngoại trừ internet,HNX,2095985
TPP,CTCP Tân Phú Việt Nam,Sản xuất các sản phẩm nhựa và cao su,HNX,45000000
TPS,CTCP Bến Bãi Vận tải Sài Gòn,Hỗ trợ vận tải,UPCoM,5000000
TQN,CTCP Thông Quảng Ninh,Sản xuất các sản phẩm gỗ,UPCoM,3600000
TQW,CTCP Cấp thoát nước Tuyên Quang,"Nước, chất thải và các hệ thống khác",UPCoM,8933200
TR1,CTCP Vận Tải 1 Traco,Hỗ trợ vận tải,UPCoM,4592490
TRA,CTCP Traphaco,"Sản xuất hóa chất, dược phẩm",HOSE,41453673
TRC,CTCP Cao su Tây Ninh,Sản xuất hóa chất cơ bản,HOSE,30000000
TRS,CTCP Vận tải và Dịch vụ Hàng hải,Vận tải đường thủy,UPCoM,5443520
TRT,CTCP RedstarCera,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,11000000
TS3,CTCP Trường Sơn 532,"Xây dựng nhà cửa, cao ốc",UPCoM,3851880
TS4,CTCP Thủy sản Số 4,Sản xuất thực phẩm,UPCoM,16160646
TSB,CTCP Ắc quy Tia Sáng,"Sản xuất trang thiết bị, dụng cụ điện",HNX,6745480
TSC,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,Bán buôn hàng tiêu dùng,HOSE,196858925
TSD,CTCP Du lịch Trường Sơn COECCO,Dịch vụ hành chính và hỗ trợ,UPCoM,1300000
TSG,CTCP Thông tin Tín hiệu Đường sắt Sài Gòn,Hỗ trợ vận tải,UPCoM,3074100
TSJ,CTCP Du lịch Dịch vụ Hà Nội,Vận chuyển du lịch,UPCoM,74800000
TST,CTCP Dịch vụ Kỹ Thuật Viễn thông,Nhà thầu chuyên môn,UPCoM,4800000
TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"Phát, truyền tải và phân phối điện năng",HOSE,170057593
TTB,CTCP Tập đoàn Tiến Bộ,Bán buôn hàng lâu bền,HOSE,101509583
TTC,CTCP Gạch men Thanh Thanh,Sản xuất sản phẩm khoáng chất phi kim,HNX,5992348
TTD,CTCP Bệnh viện tim Tâm Đức,Dịch vụ chăm sóc sức khỏe ngoại trú,UPCoM,15552000
TTE,CTCP Đầu tư Năng lượng Trường Thịnh,"Phát, truyền tải và phân phối điện năng",HOSE,28490400
TTF,CTCP Tập đoàn Kỹ nghệ gỗ Trường Thành,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,HOSE,393548302
TTG,CTCP May Thanh Trì,Sản xuất các sản phẩm may mặc,UPCoM,2000000
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,Bán buôn hàng lâu bền,HNX,37374846
TTL,Tổng Công ty Thăng Long - CTCP,Xây dựng công nghiệp nặng và dân dụng,HNX,41908000
TTN,CTCP Công nghệ và Truyền thông Việt Nam,Viễn thông,UPCoM,36727500
TTP,CTCP Bao bì Tân Tiến,Sản xuất các sản phẩm nhựa và cao su,UPCoM,14999998
TTS,CTCP Cán Thép Thái Trung,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,50800000
TTT,CTCP Du lịch - Thương mại Tây Ninh,Dịch vụ hành chính và hỗ trợ,HNX,4570210
TTZ,CTCP Đầu tư Xây dựng và Công nghệ Tiến Trung,Vận tải đường bộ,HNX,7570444
TUG,CTCP Lai Dắt và Vận tải Cảng Hải Phòng,Hỗ trợ vận tải,UPCoM,2700000
